sentence1	sentence2	gold_label
쌀모자를 쓴 남자는 옥수수 셔커를 사용하여 옥수수를 sh고 나무에 둘러싸여 있습니다.	남자가 커다란 옥수수 더미를 뒤지고 있다.	neutral
중국 밀짚모자를 쓴 여자가 공원으로 보이는 스테인리스 스틸 기계 같은 걸 작동시키고 있어	여자가 공원에서 보석을 만들고 있다.	neutral
중국 밀짚모자를 쓴 여자가 공원으로 보이는 스테인리스 스틸 기계 같은 걸 작동시키고 있어	그 여자는 옷을 꿰매는 기계에 갇힌 작은 아이를 가지고 있다.	contradiction
중국 밀짚모자를 쓴 여자가 공원으로 보이는 스테인리스 스틸 기계 같은 걸 작동시키고 있어	여자는 기계를 들고 야외에 있다.	entailment
길가에 있는 한 여성이 수레에 음식을 만들고 있다.	아이가 반다나를 입고 있다.	contradiction
길가에 있는 한 여성이 수레에 음식을 만들고 있다.	사람이 멕시코 음식을 요리하고 있다.	neutral
길가에 있는 한 여성이 수레에 음식을 만들고 있다.	사람이 요리를 하고 있다.	entailment
파란 반바지를 입고 셔츠도 입지 않은 남자가 아이팟을 들으며 길을 조깅하고 있다.	남자가 파란 셔츠를 입고 있다.	contradiction
파란 반바지를 입고 셔츠도 입지 않은 남자가 아이팟을 들으며 길을 조깅하고 있다.	남자가 달리고 있다.	entailment
파란 반바지를 입고 셔츠도 입지 않은 남자가 아이팟을 들으며 길을 조깅하고 있다.	남자가 헤드폰을 쓰고 있다.	neutral
한 여성을 운동시키는 여성들은 녹색 매트와 검은 옷을 입고 있다.	여자들이 운동을 하고 있다.	entailment
한 여성을 운동시키는 여성들은 녹색 매트와 검은 옷을 입고 있다.	여자들은 둘 다 녹색 옷을 입고 있다.	contradiction
한 여성을 운동시키는 여성들은 녹색 매트와 검은 옷을 입고 있다.	여자들이 요가를 하고 있다.	neutral
수업 환경에서 요가를 연습하는 학생들.	학생들이 초보 요가 수업을 듣고 있다.	neutral
수업 환경에서 요가를 연습하는 학생들.	학생들은 판에서 방정식을 풀었다.	contradiction
수업 환경에서 요가를 연습하는 학생들.	요가 수업이 진행 중이다.	entailment
사람들이 요가 매트 위에서 스트레칭을 하고 있다.	그들은 밖에 있는 요가 매트 위에 쭉 뻗었다.	neutral
사람들이 요가 매트 위에서 스트레칭을 하고 있다.	사람들은 요가 매트를 깔았다.	entailment
사람들이 요가 매트 위에서 스트레칭을 하고 있다.	그들은 자전거를 타고 기지개를 켰다.	contradiction
한 무리의 사람들이 요가를 하고 있다.	사람들이 요가를 하고 있다	entailment
한 무리의 사람들이 요가를 하고 있다.	사람들이 운동을 하고 있다	neutral
한 무리의 사람들이 요가를 하고 있다.	사람들이 자고 있다.	contradiction
두 남자가 보는 동안 오토바이 운전자는 공연을 한다.	두 여자가 유모차를 가지고 걷고 있다.	contradiction
두 남자가 보는 동안 오토바이 운전자는 공연을 한다.	오토바이 운전자를 지켜보는 남자들.	entailment
두 남자가 보는 동안 오토바이 운전자는 공연을 한다.	모터사이클리스트는 연례 경주에서 공연한다.	neutral
그 젊은이는 보도에서 다른 사람들과 함께 기다리고 있다.	소녀들이 나무를 오르고 있다	contradiction
그 젊은이는 보도에서 다른 사람들과 함께 기다리고 있다.	버스 정류장 근처에서 젊은 사람이 다른 사람들과 이야기를 나누고 있다	neutral
그 젊은이는 보도에서 다른 사람들과 함께 기다리고 있다.	한 무리의 사람들이 밖에서 기다리고 있다	entailment
두 사람이 카메라를 향해 포즈를 취하고 있다.	사람들은 사진을 찍기 위해 포즈를 취한다.	entailment
두 사람이 카메라를 향해 포즈를 취하고 있다.	사람들은 가족사진을 찍기 위해 포즈를 취한다.	neutral
두 사람이 카메라를 향해 포즈를 취하고 있다.	두 사람이 소리를 지르고 있다.	contradiction
남자가 풀밭에서 자고 있다.	남자가 잠들기 위해 누워 있다	entailment
남자가 풀밭에서 자고 있다.	남자가 4성급 호텔에 체크인하고 있다	contradiction
남자가 풀밭에서 자고 있다.	그 남자는 집이 없어서 풀밭에서 자고 있다	neutral
흰 개와 갈색 개가 공중으로 뛰어오르고 있다.	흰 개와 갈색 개가 공중에 떠 있다.	entailment
흰 개와 갈색 개가 공중으로 뛰어오르고 있다.	개가 낮잠을 자고 있다.	contradiction
흰 개와 갈색 개가 공중으로 뛰어오르고 있다.	개가 프리스비를 잡고 있다.	neutral
줄 끝에 한 소년이 앉아 있는 다리와 검은 부츠.	어린 소년이 샌드위치를 먹는다.	contradiction
줄 끝에 한 소년이 앉아 있는 다리와 검은 부츠.	한 어린 소년이 가족 사진에서 땅에 앉아 있다.	neutral
줄 끝에 한 소년이 앉아 있는 다리와 검은 부츠.	한 소년이 사람들의 발치에 앉는다.	entailment
푸른 옷을 입은 남자는 대부분 바렌 잔디밭에 누워 있고, 작은 무리의 사람들은 멀리 모여 있다.	남자가 파란색 옷을 입고 있다.	entailment
푸른 옷을 입은 남자는 대부분 바렌 잔디밭에 누워 있고, 작은 무리의 사람들은 멀리 모여 있다.	남자는 피곤하다.	neutral
푸른 옷을 입은 남자는 대부분 바렌 잔디밭에 누워 있고, 작은 무리의 사람들은 멀리 모여 있다.	남자가 술집에서 맥주를 마시고 있다.	contradiction
건물 밖에서 다양한 사람들이 서성거리고 있다.	사람들이 안에서 축구를 하고 있다.	contradiction
건물 밖에서 다양한 사람들이 서성거리고 있다.	사람들은 점심시간에 쉬고 있다.	neutral
건물 밖에서 다양한 사람들이 서성거리고 있다.	한 무리의 사람들이 밖에 서 있다.	entailment
한 어린 소녀가 우산을 들고 길 아래로 두 남자를 따라간다.	사람들이 밖에 있다.	entailment
한 어린 소녀가 우산을 들고 길 아래로 두 남자를 따라간다.	어린 소녀가 말을 타고 있다.	contradiction
한 어린 소녀가 우산을 들고 길 아래로 두 남자를 따라간다.	사람들이 빗속에서 집으로 걸어가고 있다.	neutral
한 여자가 여행가방을 꾸리고 바닥에 있다.	그녀는 짐을 꾸리고 있다.	entailment
한 여자가 여행가방을 꾸리고 바닥에 있다.	소녀가 여행을 떠난다.	neutral
한 여자가 여행가방을 꾸리고 바닥에 있다.	여자가 짐을 풀고 서 있다.	contradiction
파란색과 노란색 격자무늬 의상에 파란색 모자를 쓴 어린 소녀가 오솔길을 따라 달리고 있다.	소녀가 오솔길을 달리고 있다.	entailment
파란색과 노란색 격자무늬 의상에 파란색 모자를 쓴 어린 소녀가 오솔길을 따라 달리고 있다.	한 소년이 오솔길에서 하이킹을 하고 있다.	contradiction
파란색과 노란색 격자무늬 의상에 파란색 모자를 쓴 어린 소녀가 오솔길을 따라 달리고 있다.	한 소녀가 오솔길에서 내리막길을 달리고 있다.	neutral
파란 모자를 쓴 채 흙, 바위, 풀길을 걷고 있는 어린 소녀는 배낭을 메고 우산을 들고 있는 두 사람 뒤로 여러 걸음 뒤쳐져 있다.	세 사람이 길을 따라 걷고 있다.	entailment
파란 모자를 쓴 채 흙, 바위, 풀길을 걷고 있는 어린 소녀는 배낭을 메고 우산을 들고 있는 두 사람 뒤로 여러 걸음 뒤쳐져 있다.	두 사람이 길을 걷고 있다.	contradiction
파란 모자를 쓴 채 흙, 바위, 풀길을 걷고 있는 어린 소녀는 배낭을 메고 우산을 들고 있는 두 사람 뒤로 여러 걸음 뒤쳐져 있다.	폭풍이 오기 전에 세 사람이 집으로 돌아가려고 길을 걷고 있다.	neutral
금발의 여자가 여행가방에서 의료용품을 찾고 있다.	금발의 여자가 여행가방에서 물건을 찾는다.	entailment
금발의 여자가 여행가방에서 의료용품을 찾고 있다.	금발의 한 여성이 여행가방에서 일할 의료용품을 찾는다.	neutral
금발의 여자가 여행가방에서 의료용품을 찾고 있다.	갈색머리 여자가 비행기에 탑승하기 전에 여행가방을 점검한다.	contradiction
베이지색 셔츠와 청바지를 입은 여자가 여행가방을 바쁘게 채우는 동안 깔끔하게 접힌 옷가지들이 이 바닥의 대부분을 덮고 있다.	여자가 여행을 위해 짐을 꾸리고 있다.	neutral
베이지색 셔츠와 청바지를 입은 여자가 여행가방을 바쁘게 채우는 동안 깔끔하게 접힌 옷가지들이 이 바닥의 대부분을 덮고 있다.	한 남자가 골프채를 싸고 있다.	contradiction
베이지색 셔츠와 청바지를 입은 여자가 여행가방을 바쁘게 채우는 동안 깔끔하게 접힌 옷가지들이 이 바닥의 대부분을 덮고 있다.	여자가 여행가방을 채우고 있다.	entailment
한 젊은 여성이 검은 여행가방에 소지품을 챙긴다.	한 젊은이가 소지품을 검은 쓰레기봉투에 챙긴다.	contradiction
한 젊은 여성이 검은 여행가방에 소지품을 챙긴다.	한 젊은 여성이 소지품을 블랙박스에 뿌린다.	neutral
한 젊은 여성이 검은 여행가방에 소지품을 챙긴다.	한 젊은 여성이 검은 짐 운반선에 소지품을 챙긴다.	entailment
사람들은 산으로 긴 산책을 간다.	사람들이 큰 무리를 지어 걷고 있다.	neutral
사람들은 산으로 긴 산책을 간다.	사람들이 산을 향해 달려가고 있다.	contradiction
사람들은 산으로 긴 산책을 간다.	사람들이 야외에서 걷고 있다.	entailment
길거리에서 쉬고 있는 남자.	거리에 앉아 있는 남자.	neutral
길거리에서 쉬고 있는 남자.	길에서 조깅하는 남자.	contradiction
길거리에서 쉬고 있는 남자.	길거리에서 쉬고 있는 남자.	entailment
의상을 입은 여자가 큰 북을 들고 행진하고 있다.	고등학교 동창 행진 밴드가 행진하고 있다.	neutral
의상을 입은 여자가 큰 북을 들고 행진하고 있다.	드럼 아가씨는 버스를 운전한다.	contradiction
의상을 입은 여자가 큰 북을 들고 행진하고 있다.	그녀는 밴드에서 연주한다.	entailment
한 여성이 그를 향해 걸어갈 때, 도시 거리에서 바퀴가 달린 신선한 직통 상자를 차에 싣고 다니는 남자.	누군가가 도시 환경에서 꾸러미를 토팅하고 있다.	entailment
한 여성이 그를 향해 걸어갈 때, 도시 거리에서 바퀴가 달린 신선한 직통 상자를 차에 싣고 다니는 남자.	한 젊은 청년이 도시에서 자전거로 식료품을 배달한다.	contradiction
한 여성이 그를 향해 걸어갈 때, 도시 거리에서 바퀴가 달린 신선한 직통 상자를 차에 싣고 다니는 남자.	한 남자가 도시의 폐쇄된 노인들에게 식료품을 배달한다.	neutral
오토바이 운전자는 앞바퀴를 돌린다.	바퀴달린 남자	neutral
오토바이 운전자는 앞바퀴를 돌린다.	추락한 오토바이 옆에 서 있는 남자	contradiction
오토바이 운전자는 앞바퀴를 돌린다.	바퀴 달린 오토바이 운전자	entailment
길가의 스쿠터에 앉아 있는 남자.	한 남자가 스쿠터를 고칠 사람을 기다리고 있다.	neutral
길가의 스쿠터에 앉아 있는 남자.	한 남자가 거리 근처에 있다.	entailment
길가의 스쿠터에 앉아 있는 남자.	남자가 바에서 휴식을 취하고 있다.	contradiction
담배를 피우기 위해 자전거를 타고 보도에서 멈추는 남자.	남자가 농구를 하고 있다.	contradiction
담배를 피우기 위해 자전거를 타고 보도에서 멈추는 남자.	남자가 서 있다.	entailment
담배를 피우기 위해 자전거를 타고 보도에서 멈추는 남자.	남자가 담배에 불을 붙이고 있다.	neutral
한 남자가 보도 위의 오토바이에 앉아 있다.	한 남자가 오토바이에 앉아 있다.	entailment
한 남자가 보도 위의 오토바이에 앉아 있다.	한 남자가 오토바이에 앉아 차를 몰고 가버린다.	neutral
한 남자가 보도 위의 오토바이에 앉아 있다.	검은 옷을 입은 남자가 일요일에 고양이와 놀고 있다.	contradiction
남자는 주차된 스쿠터에 앉아 담배를 피운다.	한 남자가 스쿠터에 앉아 담배를 피운다.	neutral
남자는 주차된 스쿠터에 앉아 담배를 피운다.	남자는 차에 앉아 맥주를 마신다.	contradiction
남자는 주차된 스쿠터에 앉아 담배를 피운다.	남자가 스쿠터에 앉아 뭔가를 피우고 있다.	entailment
인도에 있는 남자가 오토바이에 앉아 있다.	오토바이를 탄 남자	neutral
인도에 있는 남자가 오토바이에 앉아 있다.	보도 위의 오토바이에 앉아 있는 남자	entailment
인도에 있는 남자가 오토바이에 앉아 있다.	차를 운전하는 남자	contradiction
검은색, 버건디, 흰색 옷을 입은 커플이 춤을 춘다.	여자는 혼자 춤을 추었다.	contradiction
검은색, 버건디, 흰색 옷을 입은 커플이 춤을 춘다.	그 커플은 춤을 추었다.	entailment
검은색, 버건디, 흰색 옷을 입은 커플이 춤을 춘다.	그 커플은 그 대회에서 춤을 추었다.	neutral
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	사람들은 자선단체에 출마하고 있다.	neutral
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	주자들은 올림픽 경기를 시작하기를 기다렸다	neutral
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	분홍색과 보라색 옷을 입은 사람들은 경주를 준비한다.	contradiction
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	밝은 팀 유니폼을 입은 사람들이 경주의 시작을 의미하는 권총을 기다리고 있다.	neutral
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	사람들이 요리를 하고 있다.	contradiction
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	오렌지색 조끼를 입은 사람들은 1등을 하기 위한 경주의 시작을 기다리고 있다.	neutral
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	사람들은 경주가 시작되기를 기다린다.	entailment
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	기다리는 사람들은 경주의 일부이다.	neutral
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	운동선수가 산에서 뒷걸음질치다	contradiction
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	오렌지색 조끼를 입은 사람들이 시작한 경주에서 경주를 하고 있다.	contradiction
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	오렌지색 조끼를 입은 사람들은 경주의 시작을 기다린다.	entailment
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	사람들은 화려한 옷을 입고 있다	entailment
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	사람들이 지옥을 뒤지고 있다.	contradiction
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	사람들이 경주를 기다리고 있다.	entailment
주황색 조끼와 노란색 줄무늬가 있는 파란색 바지를 입은 사람들이 경주의 시작을 기다리고 있다.	주자들은 경주를 시작하기를 기다렸다	entailment
카펫이 깔린 바닥에서 춤을 추는 젊은 남자와 젊은 아가씨가 배경의 큰 화면에 영화 토이 스토리의 사진을 담았다.	그들은 배경에서 영화가 매우 시끄럽다.	neutral
카펫이 깔린 바닥에서 춤을 추는 젊은 남자와 젊은 아가씨가 배경의 큰 화면에 영화 토이 스토리의 사진을 담았다.	사람들이 보도에서 춤을 춘다.	contradiction
카펫이 깔린 바닥에서 춤을 추는 젊은 남자와 젊은 아가씨가 배경의 큰 화면에 영화 토이 스토리의 사진을 담았다.	두 사람이 춤을 추고 있다.	entailment
스키 선수는 노란색 점프슈트를 입고 노란색 레일을 가로질러 미끄러지고 있다.	그 스키 선수는 경쟁 중이다.	neutral
스키 선수는 노란색 점프슈트를 입고 노란색 레일을 가로질러 미끄러지고 있다.	스키 선수가 점프슈트를 입고 있다.	entailment
스키 선수는 노란색 점프슈트를 입고 노란색 레일을 가로질러 미끄러지고 있다.	스케이트보드는 파란색 점프슈트를 입고 있다.	contradiction
J.P.모건 체이스가 보안과 함께 개최한 트랙 이벤트.	J.P.모건 체이스는 트랙 이벤트를 열었다.	entailment
J.P.모건 체이스가 보안과 함께 개최한 트랙 이벤트.	트랙 이벤트에 보안이 없습니다.	contradiction
J.P.모건 체이스가 보안과 함께 개최한 트랙 이벤트.	경호원들이 트랙 행사에서 무기를 찾고 있다.	neutral
댄스 의상을 입고 춤을 추는 두 사람.	커플이 함께 춤을 추고 있다.	neutral
댄스 의상을 입고 춤을 추는 두 사람.	사람들이 움직이고 있다.	entailment
댄스 의상을 입고 춤을 추는 두 사람.	두 사람이 저녁을 먹고 있다.	contradiction
말을 탄 영국 농부가 마차를 끌고 갔다.	한 농부가 야외에 누워 있다	contradiction
말을 탄 영국 농부가 마차를 끌고 갔다.	마차를 탄 농부가 있다	entailment
말을 탄 영국 농부가 마차를 끌고 갔다.	야외에서 마차를 타고 있는 농부가 있다	neutral
해가 지는 동안 어린이 축구 경기가 열린다.	해가 지는 동안 축구를 하는 노인들.	contradiction
해가 지는 동안 어린이 축구 경기가 열린다.	해가 지는 동안 축구를 하는 아이들.	entailment
해가 지는 동안 어린이 축구 경기가 열린다.	해가 지는 동안 축구를 하는 소녀들.	neutral
해질녘에 완벽하게 매니큐어 처리된 들판에서 파란색 팀과 빨간색 팀이 하는 축구 경기.	아무도 축구를 하지 않는다.	contradiction
해질녘에 완벽하게 매니큐어 처리된 들판에서 파란색 팀과 빨간색 팀이 하는 축구 경기.	사람들이 대회를 위해 축구를 하고 있다.	neutral
해질녘에 완벽하게 매니큐어 처리된 들판에서 파란색 팀과 빨간색 팀이 하는 축구 경기.	사람들이 축구를 하고 있다.	entailment
두 축구팀이 축구장에서 경쟁하고 있다.	두 명의 숙련된 축구팀이 우승을 위해 서로 경쟁하고 있다.	neutral
두 축구팀이 축구장에서 경쟁하고 있다.	축구 경기가 있다.	entailment
두 축구팀이 축구장에서 경쟁하고 있다.	두 야구팀이 경쟁하고 있다.	contradiction
축구팀은 한 줄의 나무 뒤로 해가 질 때 들판에서 경기를 한다.	축구팀들이 야외에서 경쟁하고 있다.	entailment
축구팀은 한 줄의 나무 뒤로 해가 질 때 들판에서 경기를 한다.	축구팀이 아이스링크에서 축구팀과 하키를 하고 있다.	contradiction
축구팀은 한 줄의 나무 뒤로 해가 질 때 들판에서 경기를 한다.	축구팀이 축구 경기에서 이기려고 한다.	neutral
음식을 준비하는 두 남자.	두 남자가 자전거를 탄다.	contradiction
음식을 준비하는 두 남자.	앞치마를 입은 두 남자.	neutral
음식을 준비하는 두 남자.	음식을 대접하는 두 남자.	entailment
해질녘에 벌어지는 축구 경기.	스포츠 경기가 열리고 있다	entailment
해질녘에 벌어지는 축구 경기.	월드컵이 열리고 있다	neutral
해질녘에 벌어지는 축구 경기.	해가 뜨면 농구 경기가 열린다	contradiction
갈색과 회색 줄무늬 후드티를 입은 백인 어린 아이가 공원에서 놀고 있다.	어린 아이가 침실에서 비디오 게임을 하고 있다.	contradiction
갈색과 회색 줄무늬 후드티를 입은 백인 어린 아이가 공원에서 놀고 있다.	한 아이가 공원에서 논다.	entailment
갈색과 회색 줄무늬 후드티를 입은 백인 어린 아이가 공원에서 놀고 있다.	한 어린 소년이 친구들과 공원에서 태그를 하고 있다.	neutral
갈색 바지를 입은 어린 소년이 공원에서 밧줄을 타고 놀고 있다.	갈색 바지를 입은 어린 소년이 있다.	entailment
갈색 바지를 입은 어린 소년이 공원에서 밧줄을 타고 놀고 있다.	빨간 바지를 입은 어린 소녀가 있다.	contradiction
갈색 바지를 입은 어린 소년이 공원에서 밧줄을 타고 놀고 있다.	갈색을 좋아하는 어린 소년이 있다.	neutral
줄무늬 스웨터를 입은 토들러는 운동장에서 밧줄을 타고 논다.	아이는 학교에서 휴식을 취한다.	neutral
줄무늬 스웨터를 입은 토들러는 운동장에서 밧줄을 타고 논다.	아이가 낮잠을 자고 있다.	contradiction
줄무늬 스웨터를 입은 토들러는 운동장에서 밧줄을 타고 논다.	한 아이가 놀이터에서 논다.	entailment
분홍색 모자를 쓴 한 여성이 트럭이 열린 채 분홍색 차를 보고 있다.	여자가 옷을 입고 있다.	entailment
분홍색 모자를 쓴 한 여성이 트럭이 열린 채 분홍색 차를 보고 있다.	여자는 차를 열어둔 것이 아닌가 하고 생각하고 있다.	neutral
분홍색 모자를 쓴 한 여성이 트럭이 열린 채 분홍색 차를 보고 있다.	여자는 차에 식료품 가방을 차고 있다.	contradiction
파란 셔츠를 입은 남자가 고개를 들고 있다.	파란 셔츠를 입은 남자가 개를 올려다보고 있다.	neutral
파란 셔츠를 입은 남자가 고개를 들고 있다.	빨간 셔츠를 입은 남자가 고개를 들고 있다.	contradiction
파란 셔츠를 입은 남자가 고개를 들고 있다.	사람이 고개를 든다.	entailment
놀이기구를 타고 즐기는 세 소녀.	세 명의 소녀가 있다	entailment
놀이기구를 타고 즐기는 세 소녀.	그 소녀들은 집에 있다	contradiction
놀이기구를 타고 즐기는 세 소녀.	그 소녀들은 놀이공원을 좋아한다	neutral
월마트 체크아웃에 있는 여자는 직원에게 식료품을 싸게 했다.	그 여자는 건강에 좋지 않은 음식을 샀다	neutral
월마트 체크아웃에 있는 여자는 직원에게 식료품을 싸게 했다.	여자가 목표에 있다	contradiction
월마트 체크아웃에 있는 여자는 직원에게 식료품을 싸게 했다.	한 여성이 월마트에 있다	entailment
갈색 개가 물속을 밟는다.	갈색 개가 물 옆에서 자고 있다	contradiction
갈색 개가 물속을 밟는다.	갈색 개는 물에 흠뻑 젖으면서 물을 밟는다.	entailment
갈색 개가 물속을 밟는다.	갈색 개는 해안을 향해 헤엄치면서 물을 밟는다.	neutral
한 여성이 월마트에서 체크아웃을 할 때 아이들과 함께 기다리고 있다.	한 여자가 타겟의 카운터에 서 있다.	contradiction
한 여성이 월마트에서 체크아웃을 할 때 아이들과 함께 기다리고 있다.	한 여자가 계산대에서 아이들과 함께 있다.	entailment
한 여성이 월마트에서 체크아웃을 할 때 아이들과 함께 기다리고 있다.	여자는 세 아이를 데리고 있다.	neutral
두 아이를 둔 금발 여성이 월마트 등록부에 체크아웃하고 있다.	한 어머니가 월마트에서 두 자녀와 함께 음식을 사고 있다.	neutral
두 아이를 둔 금발 여성이 월마트 등록부에 체크아웃하고 있다.	음식은 사람들을 배고프게 만듭니다	contradiction
두 아이를 둔 금발 여성이 월마트 등록부에 체크아웃하고 있다.	한 어머니가 두 자녀와 함께 월마트에 있다	entailment
빨래방에 앉아 카메라를 보고 있는 여자.	원숭이가 바나나를 먹고 있다.	contradiction
빨래방에 앉아 카메라를 보고 있는 여자.	한 여성이 카메라를 위한 기구를 모델링하고 있다.	neutral
빨래방에 앉아 카메라를 보고 있는 여자.	방에 여자가 있다.	entailment
한 어린 소년이 임시 보트를 타고 물 위를 노를 젓는다.	한 소년이 연못에서 보트를 타고 있다.	neutral
한 어린 소년이 임시 보트를 타고 물 위를 노를 젓는다.	한 소년이 보트에 타고 있다.	entailment
한 어린 소년이 임시 보트를 타고 물 위를 노를 젓는다.	한 소년이 수영을 하고 있다.	contradiction
야구 선수가 야구공을 던지려고 한다.	야구공이 공을 던지고 있다	neutral
야구 선수가 야구공을 던지려고 한다.	야구 선수가 공을 치기 위해 스윙을 하고 있다.	entailment
야구 선수가 야구공을 던지려고 한다.	야구공이 깨졌다	contradiction
개 한 마리가 해변을 따라 지퍼를 올린다.	개가 해변에서 공을 쫓고 있다.	neutral
개 한 마리가 해변을 따라 지퍼를 올린다.	개가 거실에서 자고 있다.	contradiction
개 한 마리가 해변을 따라 지퍼를 올린다.	개가 밖에 있다.	entailment
하얀 개가 바위가 많은 해안선을 따라 달린다.	개가 집에서 계단을 뛰어 올라가고 있다.	contradiction
하얀 개가 바위가 많은 해안선을 따라 달린다.	개가 주인과 함께 밖에서 달리고 있다.	neutral
하얀 개가 바위가 많은 해안선을 따라 달린다.	개가 밖으로 달려 나가고 있다.	entailment
흐릿한 하얀 무릎 개가 바위투성이의 해변을 따라 달린다.	개가 해변을 가로질러 달린다.	entailment
흐릿한 하얀 무릎 개가 바위투성이의 해변을 따라 달린다.	개가 해변에서 새를 쫓는다.	neutral
흐릿한 하얀 무릎 개가 바위투성이의 해변을 따라 달린다.	개 한 마리가 소파의 담요 아래에서 몸을 웅크리고 있다.	contradiction
자갈이 덮인 해변을 달리는 작은 하얀 개.	해변에 있는 개.	entailment
자갈이 덮인 해변을 달리는 작은 하얀 개.	부두에 있는 갈매기.	contradiction
자갈이 덮인 해변을 달리는 작은 하얀 개.	개 한 마리가 그의 아들과 프리스비를 뒤쫓는다.	neutral
야구 선수가 공을 던지는 데 전력을 다하고 있다.	선수가 공을 내주고 있다	neutral
야구 선수가 공을 던지는 데 전력을 다하고 있다.	투수가 공을 휘감고 있다	entailment
야구 선수가 공을 던지는 데 전력을 다하고 있다.	그 선수는 축구공을 던졌다	contradiction
치어리더들이 경기장에서 환호하고 있다.	치어리더들이 파란색 옷을 입고 있다.	neutral
치어리더들이 경기장에서 환호하고 있다.	빈 들판.	contradiction
치어리더들이 경기장에서 환호하고 있다.	어떤 사람들은 들판에서 환호하고 있다.	entailment
치어리더들이 경기장에서 환호하고 있다.	치어리더들이 경기가 시작되기를 기다리고 있다.	neutral
치어리더들이 경기장에서 환호하고 있다.	그 축구선수는 총알 패스로 치어리더를 죽였다.	contradiction
치어리더들이 경기장에서 환호하고 있다.	댈러스 카우보이들의 치어리더들은 군중을 끌어올리려고 노력하고 있다.	neutral
치어리더들이 경기장에서 환호하고 있다.	야외에는 사람들이 있다.	entailment
치어리더들이 경기장에서 환호하고 있다.	치어리더들은 경기장에서 활동을 응원한다.	entailment
치어리더들이 경기장에서 환호하고 있다.	사람들이 환호하고 있다.	entailment
치어리더들이 경기장에서 환호하고 있다.	사람들은 눈 덮인 벤치에 앉는다.	contradiction
치어리더들이 경기장에서 환호하고 있다.	치어리더들이 환호하고 있다.	entailment
치어리더들이 경기장에서 환호하고 있다.	몇몇 축구 선수들은 달리기 경기를 연습하고 있다.	contradiction
치어리더들이 경기장에서 환호하고 있다.	치어리더들은 큰 경기의 시작을 응원한다.	neutral
치어리더들이 경기장에서 환호하고 있다.	치어리더들은 축구팀을 응원한다.	neutral
치어리더들이 경기장에서 환호하고 있다.	기저귀를 차고 있는 노인.	contradiction
붐박스를 들고 있는 여자.	붐박스를 들고 있는 남자.	contradiction
붐박스를 들고 있는 여자.	붐박스를 들고 있는 슬픈 여자.	neutral
붐박스를 들고 있는 여자.	붐박스를 들고 있는 사람.	entailment
파란 셔츠에 초록색 모자를 쓴 여자가 카메라를 올려다본다.	파란 셔츠와 초록색 모자를 쓴 여자가 카메라를 본다.	entailment
파란 셔츠에 초록색 모자를 쓴 여자가 카메라를 올려다본다.	파란색 셔츠와 초록색 모자를 쓴 여성이 카메라를 향해 미소를 짓고 있다.	neutral
파란 셔츠에 초록색 모자를 쓴 여자가 카메라를 올려다본다.	파란 셔츠와 초록색 모자를 쓴 여자가 휴대폰에 있다.	contradiction
치어리더들이 축구장에서 환호하고 있다.	치어리더들은 검은색과 빨간색 유니폼을 입고 있다.	neutral
치어리더들이 축구장에서 환호하고 있다.	치어리더들이 옷을 입고 있다.	entailment
치어리더들이 축구장에서 환호하고 있다.	치어리더들이 농구 경기장에 있다.	contradiction
흥분하고 웃는 여자가 한쪽에 붐박스를 들고 있을 때 빨간 난간에 서 있다.	인간의 지위.	entailment
흥분하고 웃는 여자가 한쪽에 붐박스를 들고 있을 때 빨간 난간에 서 있다.	키가 큰 인간 스타닌드.	neutral
흥분하고 웃는 여자가 한쪽에 붐박스를 들고 있을 때 빨간 난간에 서 있다.	아무도 서 있지 않다.	contradiction
여자가 파란 셔츠를 입고 무릎을 꿇고 있다.	여자가 바닥에 바짝 붙어 있다.	entailment
여자가 파란 셔츠를 입고 무릎을 꿇고 있다.	한 아가씨가 교회에서 신부 앞에 무릎을 꿇고 있다.	neutral
